task_index,category,label,objn,freq_bin,phrase_freq_in_category,source_image,condition_image,orig_source_path,orig_condition_path,pt1,pt2,bbox,orig_resolution,annot_source_size,annot_condition_size
328,extract,a metal robot,a-metal-robot,head,7,images/extract/0328_extract_source.jpg,images/extract/0328_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00011/000117388.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00011_000117388_1_a-metal-robot.png,"[727, 548]","[1392, 643]","[750, 2, 1371, 1163]","{""height"": 1414, ""width"": 2121}",1024x682,1024x682
329,extract,a denim jacket,a-denim-jacket,head,3,images/extract/0329_extract_source.jpg,images/extract/0329_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00011/000117700.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00011_000117700_1_a-denim-jacket.png,"[1157, 705]","[1879, 800]","[985, 63, 2052, 1415]","{""height"": 1416, ""width"": 2125}",1024x682,1024x682
330,extract,a brown horse,a-brown-horse,head,21,images/extract/0330_extract_source.jpg,images/extract/0330_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00025/000250914.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00025_000250914_1_a-brown-horse.png,"[2019, 1416]","[2711, 1511]","[1841, 503, 2889, 2398]","{""height"": 2832, ""width"": 4161}",1024x696,1024x696
331,extract,a wooden bookshelf,a-wooden-bookshelf,head,27,images/extract/0331_extract_source.jpg,images/extract/0331_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00003/000031318.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00003_000031318_1_a-wooden-bookshelf.png,"[864, 1134]","[1814, 1229]","[735, 799, 1943, 1537]","{""height"": 3016, ""width"": 4000}",1024x772,1024x772
332,extract,a metal vase,a-metal-vase,head,3,images/extract/0332_extract_source.jpg,images/extract/0332_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00018/000189335.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00018_000189335_1_a-metal-vase.png,"[644, 604]","[1273, 699]","[0, 0, 1919, 1276]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
333,extract,interior,interior,head,4,images/extract/0333_extract_source.jpg,images/extract/0333_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00029/000296718.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00029_000296718_0_interior.png,"[799, 587]","[1134, 682]","[17, 5, 1918, 1238]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
334,extract,bench,bench,head,7,images/extract/0334_extract_source.jpg,images/extract/0334_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00021/000217282.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00021_000217282_0_bench.png,"[1928, 2002]","[2212, 2097]","[149, 1079, 3992, 2993]","{""height"": 3000, ""width"": 4000}",1024x768,1024x768
335,extract,a red wagon,a-red-wagon,head,3,images/extract/0335_extract_source.jpg,images/extract/0335_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00011/000114523.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00011_000114523_1_a-red-wagon.png,"[635, 721]","[1237, 816]","[38, 10, 1834, 1501]","{""height"": 1562, ""width"": 1920}",1024x833,1024x833
336,extract,camper van,camper-van,head,6,images/extract/0336_extract_source.jpg,images/extract/0336_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00020/000200247.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00020_000200247_0_camper-van.png,"[665, 864]","[1231, 959]","[20, 410, 1877, 1387]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
337,extract,an adult woman,an-adult-woman,head,4,images/extract/0337_extract_source.jpg,images/extract/0337_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00031/000319546.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00031_000319546_1_an-adult-woman.png,"[1686, 1060]","[2305, 1137]","[1818, 664, 2175, 1511]","{""height"": 1728, ""width"": 2592}",1024x682,1024x682
338,extract,alloy wheels,alloy-wheels,head,5,images/extract/0338_extract_source.jpg,images/extract/0338_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00040/000400163.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00040_000400163_1_alloy-wheels.png,"[444, 853]","[1013, 948]","[518, 711, 940, 1063]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
339,extract,wooden mannequins,wooden-mannequins,head,3,images/extract/0339_extract_source.jpg,images/extract/0339_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00007/000079231.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00007_000079231_1_wooden-mannequins.png,"[3137, 2809]","[4099, 2904]","[3027, 1941, 4209, 3745]","{""height"": 4003, ""width"": 5996}",1023x683,1023x683
340,extract,a red tractor,a-red-tractor,head,20,images/extract/0340_extract_source.jpg,images/extract/0340_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00026/000266555.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00026_000266555_1_a-red-tractor.png,"[2389, 982]","[3015, 1077]","[878, 240, 4527, 1793]","{""height"": 3016, ""width"": 4528}",1024x682,1024x682
341,extract,a tall lamp,a-tall-lamp,mid,2,images/extract/0341_extract_source.jpg,images/extract/0341_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00019/000190236.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00019_000190236_1_a-tall-lamp.png,"[1350, 754]","[1877, 849]","[1373, 280, 1855, 1297]","{""height"": 1308, ""width"": 2000}",1024x669,1024x669
342,extract,black rubber tracks,black-rubber-tracks,mid,1,images/extract/0342_extract_source.jpg,images/extract/0342_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00012/000126027.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00012_000126027_1_black-rubber-tracks.png,"[474, 1030]","[851, 1071]","[553, 881, 774, 1209]","{""height"": 1669, ""width"": 2500}",1024x683,1024x683
343,extract,tree trunk,tree-trunk,mid,2,images/extract/0343_extract_source.jpg,images/extract/0343_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00025/000257929.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00006_00025_000257929_0_tree-trunk.png,"[116, 422]","[592, 517]","[181, 2, 528, 910]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
344,extract,a brick fence,a-brick-fence,mid,1,images/extract/0344_extract_source.jpg,images/extract/0344_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00010/000103097.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00010_000103097_1_a-brick-fence.png,"[446, 998]","[1084, 1093]","[107, 497, 1424, 1567]","{""height"": 2153, ""width"": 3840}",1024x574,1024x574
345,extract,a ceramic pot,a-ceramic-pot,mid,1,images/extract/0345_extract_source.jpg,images/extract/0345_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00007/000077602.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00007_000077602_1_a-ceramic-pot.png,"[-47, 1897]","[633, 1992]","[0, 1575, 587, 2288]","{""height"": 2604, ""width"": 3472}",1024x768,1024x768
346,extract,a wooden toy truck,a-wooden-toy-truck,mid,1,images/extract/0346_extract_source.jpg,images/extract/0346_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00035/000359749.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00035_000359749_1_a-wooden-toy-truck.png,"[493, 1382]","[1425, 1477]","[0, 859, 1918, 1973]","{""height"": 1978, ""width"": 3020}",1024x670,1024x670
347,extract,green beans,green-beans,mid,1,images/extract/0347_extract_source.jpg,images/extract/0347_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00007/000075223.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00007_000075223_0_green-beans.png,"[744, 1854]","[1334, 1949]","[816, 1732, 1263, 2044]","{""height"": 3024, ""width"": 4032}",1024x768,1024x768
348,extract,a blue trampoline,a-blue-trampoline,mid,1,images/extract/0348_extract_source.jpg,images/extract/0348_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00030/000303527.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00030_000303527_1_a-blue-trampoline.png,"[1194, 1504]","[2039, 1599]","[101, 1062, 3133, 2015]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
349,extract,a dark brown tree branch,a-dark-brown-tree-branch,mid,1,images/extract/0349_extract_source.jpg,images/extract/0349_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00028/000285335.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00028_000285335_1_a-dark-brown-tree-branch.png,"[860, 1205]","[1523, 1259]","[1000, 1041, 1384, 1407]","{""height"": 1409, ""width"": 2128}",1024x678,1024x678
350,extract,a single attendee,a-single-attendee,mid,1,images/extract/0350_extract_source.jpg,images/extract/0350_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00007/000071920.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00007_000071920_1_a-single-attendee.png,"[16, 425]","[213, 452]","[58, 218, 173, 652]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
351,extract,a modern bridge,a-modern-bridge,mid,1,images/extract/0351_extract_source.jpg,images/extract/0351_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00025/000259196.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00025_000259196_1_a-modern-bridge.png,"[880, 407]","[1680, 502]","[0, 5, 2560, 877]","{""height"": 1600, ""width"": 2560}",1024x640,1024x640
352,extract,animal skull,animal-skull,mid,1,images/extract/0352_extract_source.jpg,images/extract/0352_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00007/000078538.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00007_000078538_0_animal-skull.png,"[1196, 1359]","[1765, 1454]","[1220, 995, 1742, 1791]","{""height"": 2000, ""width"": 3000}",1024x682,1024x682
353,extract,bronze rims,bronze-rims,mid,1,images/extract/0353_extract_source.jpg,images/extract/0353_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00028/000280213.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00028_000280213_1_bronze-rims.png,"[890, 823]","[1462, 918]","[1014, 633, 1338, 1081]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
354,extract,a matte black toolbox,a-matte-black-toolbox,mid,2,images/extract/0354_extract_source.jpg,images/extract/0354_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00039/000394227.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00039_000394227_1_a-matte-black-toolbox.png,"[517, 471]","[1543, 564]","[743, 376, 1317, 632]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
355,extract,swing,swing,mid,2,images/extract/0355_extract_source.jpg,images/extract/0355_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00023/000230849.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00023_000230849_0_swing.png,"[1285, 779]","[1545, 874]","[786, 209, 2044, 1418]","{""height"": 1418, ""width"": 2115}",1024x686,1024x686
356,extract,convertibles,convertibles,mid,1,images/extract/0356_extract_source.jpg,images/extract/0356_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00024/000242726.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00024_000242726_0_convertibles.png,"[1737, 1239]","[2297, 1334]","[196, 489, 3838, 2058]","{""height"": 2058, ""width"": 3840}",1024x548,1024x548
357,extract,a male student,a-male-student,mid,1,images/extract/0357_extract_source.jpg,images/extract/0357_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00012/000129956.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00012_000129956_1_a-male-student.png,"[550, 772]","[1281, 867]","[659, 399, 1174, 1213]","{""height"": 1536, ""width"": 2048}",1024x768,1024x768
358,extract,a bamboo stalk,a-bamboo-stalk,mid,1,images/extract/0358_extract_source.jpg,images/extract/0358_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00016/000168879.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00016_000168879_1_a-bamboo-stalk.png,"[690, 955]","[1392, 1045]","[844, 632, 1239, 1343]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
359,extract,a bulletin board,a-bulletin-board,mid,1,images/extract/0359_extract_source.jpg,images/extract/0359_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00015/000157519.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00015_000157519_1_a-bulletin-board.png,"[870, 586]","[1402, 654]","[986, 483, 1286, 738]","{""height"": 1597, ""width"": 2400}",1024x681,1024x681
360,extract,a black camera bag,a-black-camera-bag,mid,1,images/extract/0360_extract_source.jpg,images/extract/0360_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00026/000268982.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00026_000268982_1_a-black-camera-bag.png,"[985, 827]","[1409, 871]","[1075, 678, 1320, 1008]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
361,extract,a beige cloth,a-beige-cloth,mid,1,images/extract/0361_extract_source.jpg,images/extract/0361_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00028/000286410.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00028_000286410_1_a-beige-cloth.png,"[2195, 2491]","[2827, 2586]","[2010, 2350, 3012, 2700]","{""height"": 3041, ""width"": 5385}",1024x578,1024x578
362,extract,a yellow seashell,a-yellow-seashell,mid,1,images/extract/0362_extract_source.jpg,images/extract/0362_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00039/000393743.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00039_000393743_1_a-yellow-seashell.png,"[779, 595]","[1476, 679]","[934, 382, 1322, 869]","{""height"": 1336, ""width"": 2000}",1024x684,1024x684
363,extract,roasted carrots,roasted-carrots,mid,2,images/extract/0363_extract_source.jpg,images/extract/0363_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00036/000362365.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00036_000362365_1_roasted-carrots.png,"[199, 1080]","[765, 1154]","[324, 920, 640, 1293]","{""height"": 2000, ""width"": 3000}",1024x682,1024x682
364,extract,resort,resort,mid,2,images/extract/0364_extract_source.jpg,images/extract/0364_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00017/000174538.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00017_000174538_0_resort.png,"[1242, 1174]","[1523, 1269]","[1, 696, 2766, 1720]","{""height"": 1720, ""width"": 2768}",1024x636,1024x636
365,extract,a white yacht,a-white-yacht,mid,2,images/extract/0365_extract_source.jpg,images/extract/0365_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00018/000188088.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00018_000188088_1_a-white-yacht.png,"[1660, 1473]","[2307, 1568]","[255, 491, 3714, 2524]","{""height"": 3024, ""width"": 4032}",1024x768,1024x768
366,extract,a white minivan,a-white-minivan,mid,1,images/extract/0366_extract_source.jpg,images/extract/0366_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00021/000211826.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00021_000211826_1_a-white-minivan.png,"[2158, 1941]","[2910, 2036]","[362, 990, 4707, 2961]","{""height"": 3168, ""width"": 4752}",1024x682,1024x682
367,extract,a sports motorcycle,a-sports-motorcycle,mid,1,images/extract/0367_extract_source.jpg,images/extract/0367_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00026/000265487.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00026_000265487_1_a-sports-motorcycle.png,"[461, 704]","[1423, 799]","[6, 199, 1878, 1277]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
368,extract,banana flower,banana-flower,mid,1,images/extract/0368_extract_source.jpg,images/extract/0368_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00015/000153032.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00015_000153032_0_banana-flower.png,"[571, 564]","[1242, 659]","[320, 48, 1495, 1149]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
369,extract,a rocky hill,a-rocky-hill,mid,2,images/extract/0369_extract_source.jpg,images/extract/0369_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00004/000042754.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00004_000042754_1_a-rocky-hill.png,"[2185, 944]","[2721, 1039]","[1710, 67, 3197, 1890]","{""height"": 2625, ""width"": 3200}",1024x840,1024x840
370,extract,beige rooftop tent,beige-rooftop-tent,mid,1,images/extract/0370_extract_source.jpg,images/extract/0370_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00011/000115986.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00011_000115986_0_beige-rooftop-tent.png,"[400, 601]","[1269, 696]","[60, 34, 1611, 1237]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
371,extract,marble statues,marble-statues,tail,1,images/extract/0371_extract_source.jpg,images/extract/0371_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00010/000102777.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00010_000102777_1_marble-statues.png,"[497, 871]","[1213, 966]","[467, 373, 1244, 1438]","{""height"": 1440, ""width"": 2560}",1024x576,1024x576
372,extract,spigots,spigots,tail,1,images/extract/0372_extract_source.jpg,images/extract/0372_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00012/000126337.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00012_000126337_0_spigots.png,"[500, 1067]","[838, 1162]","[570, 959, 768, 1244]","{""height"": 1536, ""width"": 2706}",1024x581,1024x581
373,extract,white flower arrangements,white-flower-arrangements,tail,1,images/extract/0373_extract_source.jpg,images/extract/0373_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00033/000334610.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00033_000334610_1_white-flower-arrangements.png,"[1606, 1010]","[2868, 1105]","[1806, 207, 2669, 1881]","{""height"": 2112, ""width"": 3000}",1024x720,1024x720
374,extract,square fabric pieces,square-fabric-pieces,tail,1,images/extract/0374_extract_source.jpg,images/extract/0374_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00028/000284719.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00028_000284719_0_square-fabric-pieces.png,"[749, 959]","[1726, 1054]","[43, 41, 2433, 1946]","{""height"": 1984, ""width"": 2478}",1024x819,1024x819
375,extract,ties,ties,tail,1,images/extract/0375_extract_source.jpg,images/extract/0375_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00029/000290155.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00029_000290155_0_ties.png,"[696, 1430]","[866, 1525]","[714, 1243, 848, 1685]","{""height"": 1693, ""width"": 2538}",1024x683,1024x683
376,extract,wood,wood,tail,1,images/extract/0376_extract_source.jpg,images/extract/0376_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00024/000248102.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00024_000248102_0_wood.png,"[1862, 1473]","[2104, 1568]","[4, 34, 3962, 2980]","{""height"": 3000, ""width"": 4000}",1024x768,1024x768
377,extract,pen,pen,tail,1,images/extract/0377_extract_source.jpg,images/extract/0377_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00028/000286974.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00006_00028_000286974_0_pen.png,"[252, 870]","[425, 965]","[0, 559, 678, 1250]","{""height"": 1440, ""width"": 2174}",1024x678,1024x678
378,extract,mother,mother,tail,1,images/extract/0378_extract_source.jpg,images/extract/0378_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00000/000001603.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00000_000001603_0_mother.png,"[1827, 1055]","[2165, 1150]","[1820, 602, 2172, 1577]","{""height"": 2024, ""width"": 2560}",1024x809,1024x809
379,extract,lounge chair,lounge-chair,tail,1,images/extract/0379_extract_source.jpg,images/extract/0379_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00003/000032913.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00003_000032913_0_lounge-chair.png,"[9, 493]","[599, 588]","[92, 370, 517, 685]","{""height"": 1334, ""width"": 2000}",1024x683,1024x683
380,extract,skirts,skirts,tail,1,images/extract/0380_extract_source.jpg,images/extract/0380_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00010/000105963.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00010_000105963_0_skirts.png,"[1861, 1312]","[2118, 1407]","[1892, 1178, 2088, 1515]","{""height"": 1707, ""width"": 2560}",1024x682,1024x682
381,extract,porcelain bowls,porcelain-bowls,tail,1,images/extract/0381_extract_source.jpg,images/extract/0381_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00027/000270940.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00027_000270940_1_porcelain-bowls.png,"[1128, 25]","[1859, 120]","[1281, 0, 1708, 118]","{""height"": 1875, ""width"": 2500}",1024x768,1024x768
382,extract,shrimp,shrimp,tail,1,images/extract/0382_extract_source.jpg,images/extract/0382_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00004/000047424.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00004_000047424_0_shrimp.png,"[4443, 2436]","[4766, 2531]","[4001, 1816, 5210, 3125]","{""height"": 4480, ""width"": 6720}",1024x682,1024x682
383,extract,planks,planks,tail,1,images/extract/0383_extract_source.jpg,images/extract/0383_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00003/000036688.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00003_000036688_0_planks.png,"[1334, 1462]","[1636, 1557]","[987, 1068, 1984, 1924]","{""height"": 2008, ""width"": 3008}",1024x683,1024x683
384,extract,Lamborghini sports car,Lamborghini-sports-car,tail,1,images/extract/0384_extract_source.jpg,images/extract/0384_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00037/000374145.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00037_000374145_0_Lamborghini-sports-car.png,"[506, 698]","[1618, 793]","[215, 94, 1910, 1370]","{""height"": 1472, ""width"": 2210}",1024x682,1024x682
385,extract,wicker cart,wicker-cart,tail,1,images/extract/0385_extract_source.jpg,images/extract/0385_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00000/000003033.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00007_00000_000003033_0_wicker-cart.png,"[328, 605]","[855, 700]","[119, 162, 1065, 1117]","{""height"": 1281, ""width"": 1600}",1024x819,1024x819
386,extract,tracksuit jacket,tracksuit-jacket,tail,1,images/extract/0386_extract_source.jpg,images/extract/0386_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00014/000140094.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00014_000140094_0_tracksuit-jacket.png,"[1220, 1115]","[1960, 1210]","[716, 180, 2465, 2119]","{""height"": 2250, ""width"": 3000}",1024x768,1024x768
387,extract,train cars,train-cars,tail,1,images/extract/0387_extract_source.jpg,images/extract/0387_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00035/000359749.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00035_000359749_0_train-cars.png,"[725, 1382]","[1192, 1477]","[0, 859, 1918, 1973]","{""height"": 1978, ""width"": 3020}",1024x670,1024x670
388,extract,Spirit of Ecstasy mascot,Spirit-of-Ecstasy-mascot,tail,1,images/extract/0388_extract_source.jpg,images/extract/0388_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00014/000144159.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00014_000144159_0_Spirit-of-Ecstasy-mascot.png,"[741, 442]","[1256, 486]","[850, 266, 1148, 650]","{""height"": 1356, ""width"": 2000}",1024x694,1024x694
389,extract,stream,stream,tail,1,images/extract/0389_extract_source.jpg,images/extract/0389_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00005/000055442.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00005_000055442_0_stream.png,"[1337, 1194]","[1669, 1289]","[0, 469, 3006, 1988]","{""height"": 2000, ""width"": 3008}",1024x680,1024x680
390,extract,seating,seating,tail,1,images/extract/0390_extract_source.jpg,images/extract/0390_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00004/000041775.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00006_00004_000041775_0_seating.png,"[1389, 761]","[1730, 856]","[1201, 196, 1920, 1395]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
391,extract,sports bra,sports-bra,tail,1,images/extract/0391_extract_source.jpg,images/extract/0391_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00015/000150268.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00015_000150268_0_sports-bra.png,"[250, 759]","[665, 839]","[343, 606, 574, 968]","{""height"": 1500, ""width"": 2250}",1024x682,1024x682
